Geneid,REM_1,REM_2,REM_3,EIDD_1,EIDD_2,EIDD_3,EIDD_4,Control_1,Control_2,Control_3,Control_4
ENSMAUG00000010038,4,16,38,24,41,20,18,8,2,31,8
ENSMAUG00000010050,8,24,10,64,54,36,17,5,7,24,18
ENSMAUG00000010070,172,93,86,234,345,240,167,84,50,296,89
ENSMAUG00000010088,2,0,0,0,2,0,0,0,0,6,2
ENSMAUG00000010102,2248,3714,3780,2300,3791,2136,914,1036,525,2816,2429
ENSMAUG00000010124,570,601,448,90,132,80,68,56,48,131,84
ENSMAUG00000010148,23,42,32,137,254,180,72,48,31,231,52
ENSMAUG00000010150,863,1040,919,1520,2323,1121,1006,800,496,1875,1056
ENSMAUG00000010155,3905,2855,3767,1229,1495,1325,519,594,360,1771,861
ENSMAUG00000010180,60,72,28,441,542,485,174,190,141,541,325
ENSMAUG00000010196,266,324,541,1466,1424,1162,749,153,228,1187,118
ENSMAUG00000010223,13323,18212,32113,18054,20055,13340,9691,4788,2397,19974,4977
ENSMAUG00000010234,506,348,450,115,325,68,29,182,116,226,256
ENSMAUG00000010242,66,53,71,187,228,155,77,33,21,199,17
ENSMAUG00000010263,523,642,358,574,683,570,365,392,245,779,434
ENSMAUG00000010270,614,692,1012,770,1021,702,338,285,142,873,329
ENSMAUG00000010287,5816,3600,4411,697,800,633,268,485,287,1319,782
ENSMAUG00000010295,306,258,342,241,405,207,110,137,59,336,122
ENSMAUG00000010308,1181,1153,636,181,313,238,52,79,34,335,102
ENSMAUG00000010337,239,457,494,382,388,524,154,100,52,306,104
ENSMAUG00000010345,1283,1359,1352,1778,2333,1439,825,586,311,1933,696
ENSMAUG00000010348,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000010357,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000010372,0,0,0,0,0,0,0,2,0,0,0
ENSMAUG00000010387,1442,1436,1659,275,424,361,135,153,145,413,214
ENSMAUG00000010391,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000010394,0,2,8,13,12,27,5,12,10,83,7
ENSMAUG00000010404,51,30,29,6,3,2,5,5,2,2,1
ENSMAUG00000010447,18,4,16,11,14,30,7,6,6,20,8
ENSMAUG00000010467,2155,1642,1783,2480,3206,1858,1594,1109,669,2752,1327
ENSMAUG00000010468,42,14,32,6,2,5,2,6,5,12,9
ENSMAUG00000010490,2465,2123,2220,588,795,490,284,534,402,803,627
ENSMAUG00000010502,0,0,0,1,0,0,0,0,0,0,0
ENSMAUG00000010530,37,66,168,59,89,47,30,19,12,60,10
ENSMAUG00000010538,508,810,191,12,26,22,8,0,4,24,4
ENSMAUG00000010571,28,8,13,39,124,49,20,19,8,57,13
ENSMAUG00000010576,0,12,40,22,22,21,12,0,0,10,12
ENSMAUG00000010581,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000010589,70,58,82,173,192,185,85,152,94,236,82
ENSMAUG00000010591,2309,655,1416,222,272,194,64,253,198,585,474
ENSMAUG00000010599,18,22,6,5,11,15,2,5,2,7,4
ENSMAUG00000010608,377,360,294,275,338,244,93,119,76,300,256
ENSMAUG00000010617,464,262,346,83,136,64,52,170,64,193,193
ENSMAUG00000010621,12247,9091,10438,4348,5337,3308,2467,3299,2182,5950,4603
ENSMAUG00000010634,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000010635,58,18,63,14,38,35,4,13,4,46,23
ENSMAUG00000010658,1052,827,1239,170,187,211,48,70,50,246,132
ENSMAUG00000010675,6,0,1,0,1,0,0,3,0,1,4
ENSMAUG00000010688,929,1018,818,162,226,183,53,72,28,297,54
ENSMAUG00000010707,590,512,493,535,874,561,297,300,123,621,357
ENSMAUG00000010715,2094,1503,1479,294,465,295,106,156,77,402,183
ENSMAUG00000010722,2164,1371,1306,880,1176,720,414,349,186,919,452
ENSMAUG00000010747,208,170,190,148,193,135,91,78,49,192,57
ENSMAUG00000010751,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000010764,991,861,639,418,570,280,256,497,424,711,557
ENSMAUG00000010797,47024,32770,38552,6620,8473,6733,2458,5398,3302,11552,6856
ENSMAUG00000010836,8,28,10,37,83,24,17,6,0,32,6
ENSMAUG00000010889,35792,28126,18475,4038,5326,3929,1627,2816,1219,6798,3862
ENSMAUG00000010912,543,213,626,676,596,322,325,292,187,563,300
ENSMAUG00000010915,508,430,257,177,310,174,100,100,38,255,156
ENSMAUG00000010943,2231,1322,1584,259,359,268,133,322,162,600,422
ENSMAUG00000010954,208,165,168,71,63,47,41,32,27,87,40
ENSMAUG00000010959,60,96,100,0,2,4,2,0,0,0,3
ENSMAUG00000010969,18,24,0,73,73,58,16,2,4,26,4
ENSMAUG00000010987,56076,40383,27027,6714,9120,4648,3212,6336,3313,12883,8103
ENSMAUG00000011006,4858,5469,6532,3184,4096,3236,1538,1388,727,4172,1808
ENSMAUG00000011043,70,68,18,1521,1974,1127,835,506,264,1636,713
ENSMAUG00000011044,4044,2368,3455,815,728,616,341,189,149,889,205
ENSMAUG00000011063,416,527,510,244,286,210,98,73,65,247,108
ENSMAUG00000011084,2311,1940,2321,617,677,574,193,282,147,786,301
ENSMAUG00000011095,5512,6977,9653,2742,3263,2105,1727,1453,843,3296,2224
ENSMAUG00000011101,100,53,56,85,100,83,43,32,18,122,50
ENSMAUG00000011111,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000011119,0,0,0,2,1,1,0,0,1,2,0
ENSMAUG00000011131,10504,477,5904,70,161,43,42,1586,1332,948,2405
ENSMAUG00000011143,74,84,170,78,140,86,65,50,21,110,81
ENSMAUG00000011144,107,194,178,359,300,239,171,142,44,212,107
ENSMAUG00000011154,0,0,2,4,0,2,0,2,0,0,4
ENSMAUG00000011155,28,8,38,15,7,7,5,8,2,24,4
ENSMAUG00000011165,60,26,59,12,10,4,8,12,4,39,34
ENSMAUG00000011177,0,0,0,1,2,0,0,0,0,0,2
ENSMAUG00000011181,1372,1308,1402,436,555,332,189,165,134,564,310
ENSMAUG00000011186,2052,116,926,16,37,20,2,395,196,232,703
ENSMAUG00000011202,12806,9938,9825,2426,3008,2011,1434,1392,1143,3648,2202
ENSMAUG00000011219,65,104,82,260,455,307,90,70,73,333,106
ENSMAUG00000011246,0,0,2,10,4,2,4,44,14,18,63
ENSMAUG00000011265,3339,1386,2277,277,384,217,87,192,128,425,209
ENSMAUG00000011302,750,484,872,124,165,90,87,145,104,240,168
ENSMAUG00000011315,414,362,318,1198,2137,1175,861,146,40,1193,74
ENSMAUG00000011331,10,20,0,0,6,0,0,2,0,2,0
ENSMAUG00000011339,281,366,576,179,193,120,63,30,28,91,53
ENSMAUG00000011360,2,9,14,18,31,23,6,14,2,25,13
ENSMAUG00000011378,2241,2285,2766,774,839,876,312,301,188,905,343
ENSMAUG00000011401,0,0,0,2,1,2,2,0,0,2,0
ENSMAUG00000011409,266,198,133,100,186,134,38,59,20,154,92
ENSMAUG00000011427,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000011437,212,257,316,119,145,181,58,62,20,196,86
ENSMAUG00000011438,4,6,0,6,3,6,2,0,0,11,2
ENSMAUG00000011446,3994,5904,2973,1291,1344,1420,465,327,130,1489,407
ENSMAUG00000011465,1547,1218,1065,583,605,764,234,685,393,1305,882
ENSMAUG00000011474,601,438,542,220,356,323,86,110,84,365,123
ENSMAUG00000011498,1410,1219,1029,1195,1337,1029,663,697,444,1594,1054
ENSMAUG00000011533,4,2,2,0,0,1,0,2,2,2,2
ENSMAUG00000011543,0,0,0,2,2,2,0,17,8,7,25
ENSMAUG00000011557,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000011566,136,86,238,424,494,450,182,99,42,328,122
ENSMAUG00000011580,485,90,207,4,33,15,2,35,33,66,18
ENSMAUG00000011605,0,0,0,2,2,0,0,0,0,1,0
ENSMAUG00000011614,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000011622,564,460,622,175,230,177,89,94,96,231,96
ENSMAUG00000011629,746,880,852,300,282,276,114,130,90,334,190
ENSMAUG00000011637,214,185,67,69,76,52,41,60,71,62,93
ENSMAUG00000011640,0,0,0,0,2,4,2,0,0,6,0
ENSMAUG00000011644,26,10,37,16,22,15,2,6,4,28,2
ENSMAUG00000011658,3926,2589,2682,1234,1795,1100,732,794,395,2129,1266
ENSMAUG00000011671,2463,979,1659,346,530,397,136,188,91,523,199
ENSMAUG00000011692,5474,5504,3166,934,1037,1093,418,342,177,1192,360
ENSMAUG00000011709,6477,5126,5370,1958,2701,2087,989,1552,712,3678,2131
ENSMAUG00000011731,92,100,232,1525,2024,1014,752,368,215,1281,412
ENSMAUG00000011753,7773,4974,5491,1319,1935,1729,603,962,497,1896,1256
ENSMAUG00000011762,466,360,440,316,349,288,200,223,117,437,212
ENSMAUG00000011815,0,0,6,1,2,0,2,0,0,0,0
ENSMAUG00000011818,3901,2921,3046,668,961,622,380,333,216,952,415
ENSMAUG00000011831,9,15,48,7,6,4,0,14,6,7,9
ENSMAUG00000011846,0,0,0,2,2,0,0,1,2,0,4
ENSMAUG00000011850,20,24,14,16,16,14,4,2,6,16,0
ENSMAUG00000011855,838,628,845,318,380,205,140,114,65,344,159
ENSMAUG00000011856,1366,992,1418,213,244,308,97,160,53,382,190
ENSMAUG00000011866,7818,7306,8906,3341,3514,2698,1738,1124,626,3328,1051
ENSMAUG00000011872,208,215,259,81,84,105,22,71,28,135,96
ENSMAUG00000011893,0,0,0,0,0,2,0,0,0,0,0
ENSMAUG00000011900,328,1702,3694,2530,2719,1159,1202,855,641,1662,393
ENSMAUG00000011903,2059,2069,2308,631,651,735,321,327,215,703,301
ENSMAUG00000011913,90,66,122,43,33,29,9,20,11,56,12
ENSMAUG00000011917,789,695,830,2388,3102,2248,1131,730,379,2420,846
ENSMAUG00000011918,3556,1415,1872,768,962,808,231,995,587,1475,1876
ENSMAUG00000011929,59,60,89,456,678,495,176,138,90,528,150
ENSMAUG00000011933,2052,1798,1888,550,434,298,295,271,224,695,391
ENSMAUG00000011958,16,46,142,16,26,12,6,28,8,48,2
ENSMAUG00000011984,713,851,767,332,325,372,61,68,38,306,42
ENSMAUG00000011995,1438,1219,1772,851,1239,716,467,405,213,1214,691
ENSMAUG00000011996,1076,1484,1181,450,334,425,105,187,86,497,242
ENSMAUG00000012007,1219,697,933,99,125,80,42,296,197,295,453
ENSMAUG00000012038,0,0,2,0,4,0,2,0,0,0,0
ENSMAUG00000012059,2389,1710,1321,505,716,493,269,355,208,743,618
ENSMAUG00000012073,10748,10282,12687,1648,2212,1613,636,479,231,2094,588
ENSMAUG00000012129,1071,766,489,196,290,229,93,110,59,258,88
ENSMAUG00000012164,4,34,64,30,46,20,22,16,16,54,12
ENSMAUG00000012190,894,1307,1154,1458,2254,1594,767,818,357,2740,1180
ENSMAUG00000012209,3152,1886,2125,156,192,161,59,233,120,386,386
ENSMAUG00000012219,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000012225,46,45,171,35,44,57,27,35,9,92,17
ENSMAUG00000012243,2498,1953,2684,628,694,413,375,316,213,810,612
ENSMAUG00000012248,596,768,685,5333,4728,3413,2368,1026,711,4086,693
ENSMAUG00000012270,4813,5315,4041,2689,4125,2361,1349,833,453,3306,1181
ENSMAUG00000012305,861,629,557,453,611,426,262,330,190,615,428
ENSMAUG00000012329,8,16,36,6,2,17,4,2,0,6,8
ENSMAUG00000012357,1126,954,876,322,390,244,153,194,81,478,251
ENSMAUG00000012359,410,141,223,1123,1479,1061,615,433,211,1585,526
ENSMAUG00000012365,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000012371,1830,1448,1491,708,654,444,382,371,205,917,567
ENSMAUG00000012372,14,26,6,20,18,9,9,4,4,4,4
ENSMAUG00000012386,0,0,0,0,0,1,0,0,0,0,0
ENSMAUG00000012387,3484,1085,2775,351,419,286,222,355,249,499,415
ENSMAUG00000012401,393,291,347,95,100,77,61,152,121,211,149
ENSMAUG00000012402,0,0,0,1,0,2,0,0,0,2,0
ENSMAUG00000012422,0,0,6,6,0,0,2,0,0,6,12
ENSMAUG00000012432,1679,1656,2179,902,1004,652,442,223,86,751,198
ENSMAUG00000012447,1480,910,976,290,397,299,79,143,45,385,173
ENSMAUG00000012453,786,672,753,357,376,353,189,177,86,374,156
ENSMAUG00000012463,1076,981,1295,208,221,134,138,93,74,243,194
ENSMAUG00000012522,288,227,202,143,203,158,29,142,59,274,196
ENSMAUG00000012539,2480,1670,1429,930,1210,860,366,477,276,1366,834
ENSMAUG00000012574,8,26,59,66,76,31,20,11,4,41,10
ENSMAUG00000012585,4030,3360,3811,1128,1157,1021,438,664,436,1494,1049
ENSMAUG00000012624,64,53,43,40,46,38,19,16,3,34,22
ENSMAUG00000012626,3257,2034,2131,658,982,690,330,505,261,970,504
ENSMAUG00000012665,14,4,3,2,0,0,0,0,0,3,2
ENSMAUG00000012683,7313,3282,6152,291,434,300,111,526,255,900,614
ENSMAUG00000012685,3925,2993,3822,1103,1375,1012,448,740,493,1844,1285
ENSMAUG00000012687,4,0,0,0,0,0,0,0,0,0,2
ENSMAUG00000012700,1274,656,962,336,365,330,102,185,63,482,221
ENSMAUG00000012749,4520,3161,3614,904,1272,959,463,729,377,1499,924
ENSMAUG00000012750,2173,1815,2365,1973,3007,1665,1054,1044,534,2433,1471
ENSMAUG00000012778,0,0,0,6,0,0,1,0,0,0,2
ENSMAUG00000012790,2867,2288,2326,570,721,628,258,355,238,787,525
ENSMAUG00000012801,1951,2420,2674,2418,3075,2415,1100,423,260,3037,602
ENSMAUG00000012819,188,60,131,52,72,61,18,5,4,39,12
ENSMAUG00000012841,247,254,328,284,331,214,125,113,49,330,184
ENSMAUG00000012854,549,522,442,79,118,131,35,42,14,183,54
ENSMAUG00000012857,418,521,478,507,719,422,273,198,49,594,246
ENSMAUG00000012867,323,562,1187,3561,3667,2889,2502,1105,561,3186,1339
ENSMAUG00000012883,128,230,174,127,167,119,55,50,36,148,74
ENSMAUG00000012885,703,528,432,255,275,240,113,61,39,249,63
ENSMAUG00000012919,0,0,0,0,0,0,0,0,7,1,2
ENSMAUG00000012926,4391,4451,3851,2973,3935,2652,1420,1349,1069,3855,1996
ENSMAUG00000012961,725,722,659,282,297,207,111,78,34,307,106
ENSMAUG00000012965,0,0,0,2,0,0,0,0,0,0,0
ENSMAUG00000012971,48,110,254,98,88,56,62,52,30,143,46
ENSMAUG00000012979,178,296,242,58,50,57,20,50,16,105,18
ENSMAUG00000012982,7224,5056,6459,1170,1113,842,623,962,703,1622,1397
ENSMAUG00000012992,502,459,752,158,137,152,84,115,72,278,205
ENSMAUG00000013004,22,8,52,1,10,8,6,0,0,9,2
ENSMAUG00000013014,22677,20432,16733,2615,3179,3115,811,2345,1136,5967,3527
ENSMAUG00000013020,2575,2036,1865,998,1277,992,412,525,288,1275,896
ENSMAUG00000013033,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000013043,3336,1473,1729,409,342,352,273,686,406,752,910
ENSMAUG00000013047,452,454,355,198,243,160,140,112,61,231,127
ENSMAUG00000013055,88,70,40,87,112,78,32,32,16,112,48
ENSMAUG00000013060,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000013069,16,4,2,16,2,2,6,2,0,12,2
ENSMAUG00000013071,1253,904,707,551,628,508,250,249,107,813,372
ENSMAUG00000013079,445,321,410,160,169,103,34,57,22,186,117
ENSMAUG00000013087,0,0,0,0,1,3,0,0,0,0,0
ENSMAUG00000013100,2872,3279,2343,1547,2518,1638,690,528,214,2190,574
ENSMAUG00000013112,6,10,4,4,6,3,8,4,0,2,2
ENSMAUG00000013125,1471,1120,1290,587,700,684,285,230,138,873,503
ENSMAUG00000013126,7,0,0,4,0,5,0,0,0,0,0
ENSMAUG00000013136,260,240,219,210,299,161,109,122,82,236,171
ENSMAUG00000013138,40,32,36,22,42,12,6,2,6,50,24
ENSMAUG00000013140,1339,828,868,796,1174,746,452,409,358,1137,434
ENSMAUG00000013145,459,570,777,232,298,259,93,143,41,305,132
ENSMAUG00000013160,4,2,85,61,87,38,32,28,24,65,18
ENSMAUG00000013163,9579,8679,8815,2932,2465,2467,1967,2005,1302,3366,2247
ENSMAUG00000013169,803,385,762,411,783,424,267,334,263,593,390
ENSMAUG00000013177,0,0,0,0,0,0,0,1,0,1,6
ENSMAUG00000013187,0,1,6,30,19,25,2,6,2,10,10
ENSMAUG00000013206,200,142,225,117,165,176,67,118,64,220,151
ENSMAUG00000013232,8,0,12,8,28,24,6,2,5,11,10
ENSMAUG00000013253,2,0,8,2,6,4,2,0,2,4,2
ENSMAUG00000013262,150,365,421,1001,1143,767,494,196,100,910,172
ENSMAUG00000013281,4593,3732,4192,540,690,515,239,323,210,785,461
ENSMAUG00000013287,1235,1059,1306,238,261,209,157,174,114,356,193
ENSMAUG00000013292,0,8,4,6,1,3,1,2,4,7,0
ENSMAUG00000013306,336,442,291,218,280,165,120,192,129,325,204
ENSMAUG00000013312,1651,1981,1298,437,413,202,191,195,118,634,311
ENSMAUG00000013315,0,4,0,2,0,0,0,0,0,0,2
ENSMAUG00000013320,29,4,34,14,25,12,2,22,13,54,32
ENSMAUG00000013334,140,210,259,170,178,301,89,58,26,251,56
ENSMAUG00000013350,133,30,571,14,15,16,10,25,4,90,22
ENSMAUG00000013360,8,16,14,1,5,0,0,2,2,4,3
ENSMAUG00000013367,8,4,6,0,0,0,2,0,2,2,2
ENSMAUG00000013396,2342,2821,2528,490,455,321,476,649,630,761,599
ENSMAUG00000013406,542,145,264,150,159,174,47,73,45,157,100
ENSMAUG00000013410,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000013421,380,696,215,140,158,128,93,16,6,77,45
ENSMAUG00000013427,665,638,733,220,345,174,97,321,266,344,385
ENSMAUG00000013456,0,34,118,56,97,36,24,31,10,63,14
ENSMAUG00000013474,0,0,0,1,0,0,0,2,0,1,2
ENSMAUG00000013496,16,6,24,14,14,10,6,10,2,28,2
ENSMAUG00000013498,52,186,472,695,815,411,415,170,86,615,122
ENSMAUG00000013519,1011,563,700,131,169,157,75,152,114,225,164
ENSMAUG00000013529,20,20,56,39,64,52,16,16,12,62,12
ENSMAUG00000013555,74,126,115,163,247,167,84,54,27,179,25
ENSMAUG00000013567,244,221,218,80,77,63,20,27,8,103,28
ENSMAUG00000013570,10,15,35,27,63,37,19,16,6,85,33
ENSMAUG00000013579,0,0,1,5,2,2,1,0,0,4,0
ENSMAUG00000013587,1071,1266,1462,253,248,281,98,85,48,409,112
ENSMAUG00000013600,1448,1295,1392,615,887,572,271,283,111,783,277
ENSMAUG00000013612,3232,2596,1506,776,1145,838,404,419,191,1080,602
ENSMAUG00000013633,4931,2157,4874,639,835,475,336,910,353,1606,1079
ENSMAUG00000013643,0,0,0,2,1,1,0,0,0,3,0
ENSMAUG00000013644,2062,1910,1862,546,540,254,351,395,220,735,438
ENSMAUG00000013650,1765,1867,2304,548,586,473,286,340,234,790,422
ENSMAUG00000013659,609389,260835,453321,23872,20046,16450,11301,21245,13112,34519,30908
ENSMAUG00000013663,792,680,640,563,629,508,238,253,129,722,436
ENSMAUG00000013676,65,6,88,0,5,0,2,20,22,13,29
ENSMAUG00000013682,248,512,278,583,663,556,266,231,104,837,231
ENSMAUG00000013701,2515,2232,2256,733,903,652,276,219,121,905,324
ENSMAUG00000013708,14,30,0,15,25,11,6,17,10,29,45
ENSMAUG00000013709,405,312,229,161,188,152,89,100,57,205,123
ENSMAUG00000013717,18,8,6,2,4,2,1,0,1,6,4
ENSMAUG00000013743,42,37,32,18,25,17,2,23,8,57,47
ENSMAUG00000013759,6817,6026,5597,4031,5190,3590,1607,1637,762,5190,2084
ENSMAUG00000013784,305,309,438,708,917,585,241,289,175,794,254
ENSMAUG00000013792,8,26,0,0,1,2,0,0,1,0,2
ENSMAUG00000013811,184,120,339,128,110,133,66,26,11,138,27
ENSMAUG00000013823,6356,3415,5680,1637,2099,2081,821,939,396,2588,1185
ENSMAUG00000013835,532,380,579,114,111,103,50,24,14,116,29
ENSMAUG00000013842,2,0,76,128,12,0,28,22,12,14,0
ENSMAUG00000013856,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000013896,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000013950,0,10,32,4,2,2,4,10,0,1,4
ENSMAUG00000013986,366,354,940,1230,1167,1217,748,282,177,1581,303
ENSMAUG00000013988,2,4,6,6,23,4,2,2,2,22,0
ENSMAUG00000013997,264,208,220,92,119,93,43,98,63,179,164
ENSMAUG00000014018,836,312,596,190,206,222,36,224,90,413,337
ENSMAUG00000014046,61,232,446,405,293,132,141,129,60,257,118
ENSMAUG00000014064,9886,7827,9037,1985,2139,2039,1009,1330,776,3130,1998
ENSMAUG00000014073,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000014087,1317,1565,1736,580,639,676,207,231,77,944,301
ENSMAUG00000014106,80,117,58,73,97,110,28,33,6,93,30
ENSMAUG00000014107,103,60,166,42,70,53,16,14,6,57,32
ENSMAUG00000014118,2,0,0,1,4,3,0,2,0,7,1
ENSMAUG00000014137,295,180,214,24,83,38,16,84,60,81,164
ENSMAUG00000014157,3818,2658,3151,954,953,970,378,567,378,1476,794
ENSMAUG00000014166,12311,3191,7137,534,655,375,308,852,476,1405,1248
ENSMAUG00000014179,4217,3560,3663,725,1043,1176,305,447,172,1163,530
ENSMAUG00000014180,4,2,2,5,10,2,0,8,8,26,4
ENSMAUG00000014192,1324,1930,1055,539,570,442,293,301,126,810,330
ENSMAUG00000014204,1973,1785,1321,605,956,884,265,313,179,920,427
ENSMAUG00000014208,1065,1419,2032,396,452,356,122,92,43,366,132
ENSMAUG00000014231,1141,1641,1100,344,567,381,129,96,30,407,141
ENSMAUG00000014259,127,123,183,108,209,162,59,19,2,107,41
ENSMAUG00000014291,956,839,800,468,713,544,267,325,166,678,394
ENSMAUG00000014321,1774,2289,1278,579,544,533,309,271,135,659,336
ENSMAUG00000014322,2135,3208,1895,527,564,640,164,183,105,571,187
ENSMAUG00000014359,348,619,889,1523,1904,1057,895,389,203,1515,334
ENSMAUG00000014384,2876,2213,1948,600,853,705,254,369,168,827,359
ENSMAUG00000014406,29615,20919,29037,5802,5922,3680,1746,2384,1625,7292,3634
ENSMAUG00000014415,1464,1105,1378,396,522,372,159,213,80,557,233
ENSMAUG00000014420,1248,1558,1376,658,756,356,444,382,254,733,482
ENSMAUG00000014431,2414,1800,2665,402,509,391,179,203,117,621,268
ENSMAUG00000014433,6024,4223,4108,1228,1628,791,706,958,684,1793,1150
ENSMAUG00000014446,502,512,622,99,129,131,49,76,54,238,97
ENSMAUG00000014489,159,277,268,87,89,62,38,44,16,69,8
ENSMAUG00000014539,0,0,0,8,1,2,3,0,0,1,1
ENSMAUG00000014572,2698,2273,2613,1171,1443,998,449,422,235,1180,567
ENSMAUG00000014603,554,546,779,196,191,110,110,73,49,171,92
ENSMAUG00000014615,47,7,21,12,11,15,8,6,2,24,6
ENSMAUG00000014630,0,0,0,2,2,2,2,0,0,2,0
ENSMAUG00000014632,1111,683,546,541,727,616,140,223,108,618,199
ENSMAUG00000014671,463,481,372,223,324,242,100,75,38,335,56
ENSMAUG00000014674,382,336,305,176,215,122,60,76,48,240,96
ENSMAUG00000014690,174,61,168,20,13,6,2,14,10,29,15
ENSMAUG00000014736,242,191,158,806,1212,652,449,418,246,1005,645
ENSMAUG00000014789,2498,2227,2961,342,441,301,184,293,153,699,343
ENSMAUG00000014796,3585,3669,3633,2335,3103,1745,1350,1501,797,3040,1994
ENSMAUG00000014830,10525,9101,6225,1229,1773,1295,606,1148,610,2236,1834
ENSMAUG00000014838,1563,1173,1053,1023,1299,1340,352,196,87,1203,195
ENSMAUG00000014882,635,637,547,120,212,126,44,64,32,171,37
ENSMAUG00000014904,5295,3905,4968,1037,1657,1613,410,790,340,1852,907
ENSMAUG00000014915,6812,3968,4176,745,924,842,178,601,338,1416,861
ENSMAUG00000014924,1078,1293,1667,999,1140,840,444,676,374,1290,1028
ENSMAUG00000014942,1043,283,672,206,256,286,80,205,120,415,264
ENSMAUG00000014962,864,540,624,149,197,218,46,72,70,249,85
ENSMAUG00000014972,104,138,204,88,101,57,40,38,10,131,40
ENSMAUG00000014981,0,0,0,12,7,8,5,2,2,4,1
ENSMAUG00000014983,5,10,6,0,1,0,0,0,0,0,0
ENSMAUG00000015000,352,337,368,66,66,77,56,34,24,148,88
ENSMAUG00000015020,5358,4902,5562,1504,1581,1024,722,1398,777,2544,1583
ENSMAUG00000015048,733,736,613,1250,2010,1428,547,252,154,1304,219
ENSMAUG00000015052,3226,2113,2428,3802,4675,3295,1972,1396,745,4263,2101
ENSMAUG00000015095,768,643,669,187,248,242,141,79,115,278,162
ENSMAUG00000015109,5376,4114,5782,701,815,710,275,362,186,985,377
ENSMAUG00000015136,617,438,435,246,318,256,47,209,79,365,226
ENSMAUG00000015163,4780,3809,4218,1683,1839,2276,1049,883,462,2419,946
ENSMAUG00000015164,0,5,12,0,0,0,0,1,0,0,0
ENSMAUG00000015186,13,8,8,0,1,0,0,0,0,4,0
ENSMAUG00000015198,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000015216,2111,3870,4259,9678,6862,8560,5981,551,229,6401,483
ENSMAUG00000015218,624,583,604,79,65,85,25,80,77,138,149
ENSMAUG00000015254,1229,1028,1029,251,248,188,91,146,68,305,176
ENSMAUG00000015259,0,4,12,56,75,39,31,18,2,13,7
ENSMAUG00000015267,6695,4572,4625,1407,1769,1888,496,1102,528,2667,1383
ENSMAUG00000015287,5151,5608,6567,514,658,547,215,285,144,866,326
ENSMAUG00000015290,2,5,4,5,17,10,1,4,2,7,5
ENSMAUG00000015299,3354,2742,3300,731,1084,690,260,318,149,1058,415
ENSMAUG00000015311,1279,1145,1046,254,263,262,132,226,158,472,326
ENSMAUG00000015326,1031,1386,1089,260,410,333,106,108,57,286,64
ENSMAUG00000015343,0,0,0,2,8,4,4,0,0,7,2
ENSMAUG00000015375,1214,1448,1875,2464,3637,3234,1058,844,521,2776,899
ENSMAUG00000015377,556,424,324,210,337,170,73,144,72,291,177
ENSMAUG00000015400,20,14,30,10,38,22,13,19,7,29,9
ENSMAUG00000015403,197,152,150,90,120,120,57,23,14,140,47
ENSMAUG00000015421,1698,1484,1644,659,782,794,270,317,148,884,356
ENSMAUG00000015428,2144,1499,1663,412,538,363,259,301,137,761,376
ENSMAUG00000015434,4,2,0,2,0,0,0,0,0,0,0
ENSMAUG00000015466,10,16,64,640,707,350,302,274,120,604,127
ENSMAUG00000015467,1747,1821,1648,401,480,520,172,205,106,661,308
ENSMAUG00000015478,26,6,2,13,18,10,2,9,4,24,9
ENSMAUG00000015484,58,178,105,155,174,122,91,28,9,88,20
ENSMAUG00000015490,5549,5202,4778,4255,5817,2825,2772,2486,1475,5523,3766
ENSMAUG00000015494,8,9,12,0,0,0,0,0,0,2,0
ENSMAUG00000015505,1224,2336,653,258,237,196,66,44,30,194,98
ENSMAUG00000015524,8,9,10,0,0,2,1,0,0,3,0
ENSMAUG00000015538,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000015554,66,30,66,128,163,156,66,25,22,123,45
ENSMAUG00000015569,143,100,100,54,62,69,35,48,20,87,73
ENSMAUG00000015572,901,713,911,605,906,591,274,235,180,904,283
ENSMAUG00000015593,1334,927,1058,253,305,244,94,78,49,338,95
ENSMAUG00000015594,1938,1666,2014,346,332,356,190,260,130,558,264
ENSMAUG00000015608,0,0,24,6,18,20,0,0,0,2,4
ENSMAUG00000015615,0,4,0,8,0,0,2,0,0,6,0
ENSMAUG00000015621,72,216,175,144,132,120,54,16,6,80,18
ENSMAUG00000015625,366,245,282,84,81,97,47,31,22,106,24
